submission_id,question,startDate,mentioned_file,DP,question_file,unmentioned_element,experiment_id,picture2,det_competitor,competitor,target_position,time_spent,option4,det_target,option2,option3,option1,condition,item_id,endTime,item_type,complete_answer,target,age,response,comments,picture1,education,QUD,answer_file,expected_response,languages,prolific_id,item_name,unmentioned_file,gender,picture3,trial_number,startTime,chunked_answer,picture4,timeSpent,mentioned_element,reaction_times,pictureChoices,trial_name,incomplete_answer,list
4,Findest du das Tier mit der dicken Nase auch lustig?,Sat Oct 19 2019 07:58:19 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_affe.wav,NA,1,images/giraffe.jpg,NA,NA,NA,10288,saintbernard,NA,giraffe,monarchbutterfly,proboscismonkey,filler,210,1571464994505,filler,"Ja, das ist ein lustiger Affee.",NA,44,proboscismonkey,,images/proboscismonkey.jpg,Abitur,,f_affe.wav,proboscismonkey,Deutsch,5b3621b606f9f90001fb4734,proboscis-monkey,NA,weiblich,images/monarchbutterfly.jpg,2,1571464699643,"Ja, | das ist | ein lustiger Affee.",images/saintbernard.jpg,4.914366666666667,NA,2936|2168,proboscismonkey|proboscismonkey|proboscismonkey,poor_folks_visual_world_training,"Ja, das ist ein lustiger ...",2
4,Ist das ein kleines Boot?,Sat Oct 19 2019 07:58:19 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_windsurfbrett.wav,NA,1,images/windsurfboard.jpg,NA,NA,NA,9089,loppingshears,NA,windsurfboard,canoepaddle02,desktopcomputer,filler,254,1571464994505,filler,"Nein, das ist ein Windsurfbrett.",NA,44,windsurfboard,,images/desktopcomputer.jpg,Abitur,,f_windsurfbrett.wav,windsurfboard,Deutsch,5b3621b606f9f90001fb4734,windsurf-board,NA,weiblich,images/canoepaddle02.jpg,1,1571464699643,"Nein, | das ist | ein Windsurfbrett.",images/loppingshears.jpg,4.914366666666667,NA,1913|1744,windsurfboard|windsurfboard|windsurfboard,poor_folks_visual_world,"Nein, das ist ein ...",9
5,Magst du auch das weiße Tier?,Sat Oct 19 2019 08:06:00 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_suesserwal.wav,NA,1,images/tarantula.jpg,NA,NA,NA,27127,belugawhale,NA,tarantula,siamesecat,barnowl,filler,213,1571465261012,filler,"Ja, das ist ein süßer Waal.",NA,27,belugawhale,,images/barnowl.jpg,Hochschulabschluss,,f_süßerwal.wav,belugawhale,Deutsch,5da810504dabf000125f82c3,beluga-whale,NA,männlich,images/siamesecat.jpg,1,1571465160382,"Ja, | das ist | ein süßer Waal.",images/belugawhale.jpg,1.6771666666666667,NA,3696|5279,belugawhale|belugawhale|belugawhale,poor_folks_visual_world_training,"Ja, das ist ein süßer ...",3
5,"Bedeutet dieses Zeichen, dass man nicht gehen darf?",Sat Oct 19 2019 08:06:00 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_zeichen.wav,NA,1,images/donotwalksign.jpg,NA,NA,NA,8891,shoppingcart,NA,donotwalksign,key07,cartonofeggs,filler,217,1571465261012,filler,"Ja, dieses Zeichen bedeutet, dass man warten soll.",NA,27,donotwalksign,,images/cartonofeggs.jpg,Hochschulabschluss,,f_zeichen.wav,donotwalksign,Deutsch,5da810504dabf000125f82c3,do-not-walk-sign,NA,männlich,images/key07.jpg,2,1571465160382,"Ja, | dieses Zeichen bedeutet, | dass man warten soll.",images/shoppingcart.jpg,1.6771666666666667,NA,1656|2736,donotwalksign|donotwalksign|donotwalksign,poor_folks_visual_world_training,"Ja, dieses ... bedeutet, dass man warten soll.",3
5,Magst du auch das bunte Ding?,Sat Oct 19 2019 08:06:00 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_serviette.wav,NA,1,images/cymbal.jpg,NA,NA,NA,10359,spotlight,NA,cymbal,outdoorchair,napkin,filler,246,1571465261012,filler,"Ja, das ist eine sehr schöne Serviette. ",NA,27,napkin,,images/napkin.jpg,Hochschulabschluss,,f_servierte.wav,napkin,Deutsch,5da810504dabf000125f82c3,napkin,NA,männlich,images/outdoorchair.jpg,1,1571465160382,"Ja, | das ist | eine sehr schöne Serviette. ",images/spotlight.jpg,1.6771666666666667,NA,1368|2255,napkin|napkin|napkin,poor_folks_visual_world,"Ja, das ist eine sehr schöne ...",8
6,Ist das ein Stachelrochen?,Sat Oct 19 2019 08:05:50 GMT+0200 (CEST),NA,NA,q_f_pfeilschwanzkrebs.wav,NA,1,images/horseshoecrab.jpg,NA,NA,NA,34945,slug,NA,horseshoecrab,porcupine,butterfly,filler,215,1571465275058,filler,"Nein, das ist ein Pfeilschwanzkrebs, der hat eine harte Schale. ",NA,26,horseshoecrab,,images/butterfly.jpg,Universitärer Abschluss,,f_pfeilschwanzkrebs.wav,horseshoecrab,Deutsch,5d62eceed989a4001a236e5d,horseshoe-crab,NA,männlich,images/porcupine.jpg,1,1571465150711,"Nein, | das ist | ein Pfeilschwanzkrebs, | der hat | eine harte Schale. ",images/slug.jpg,2.07245,NA,5353|4565|2613|2119,porcupine|porcupine|horseshoecrab|horseshoecrab|horseshoecrab,poor_folks_visual_world_training,"Nein, das ist ein ..., der hat eine harte Schale.",3
6,Wie heißt das bunte Ding?,Sat Oct 19 2019 08:05:50 GMT+0200 (CEST),NA,NA,q_f_zauberwuerfel.wav,NA,1,images/securitycamera.jpg,NA,NA,NA,24372,apron,NA,securitycamera,rubikcube,dishrack,filler,233,1571465275058,filler,Das ist ein Zauberwürfel.,NA,26,rubikcube,,images/dishrack.jpg,Universitärer Abschluss,,f_zauberwuerfel.wav,rubikcube,Deutsch,5d62eceed989a4001a236e5d,Rubiks-cube,NA,männlich,images/rubikcube.jpg,2,1571465150711,Das ist | ein Zauberwürfel.,images/apron.jpg,2.07245,NA,2004,rubikcube|rubikcube,poor_folks_visual_world_training,Das ist ein ...,6
6,Ist das ein Fisch?,Sat Oct 19 2019 08:05:50 GMT+0200 (CEST),NA,NA,q_f_wal.wav,NA,1,images/caribou02.jpg,NA,NA,NA,18217,scorpion,NA,caribou,asianelephant,whaleshark,filler,209,1571465275058,filler,"Nein, das ist ein Waal.",NA,26,whaleshark,,images/whaleshark.jpg,Universitärer Abschluss,,f_wal.wav,whaleshark,Deutsch,5d62eceed989a4001a236e5d,whale,NA,männlich,images/asianelephant.jpg,1,1571465150711,"Nein, | das ist | ein Waal.",images/scorpion.jpg,2.07245,NA,1910|3517,scorpion|scorpion|whaleshark,poor_folks_visual_world,"Nein, das ist ein ...",2
14,Ist das ein Spülbecken?,Sat Oct 19 2019 08:16:58 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_wasserhahn.wav,NA,1,images/steamroller.jpg,NA,NA,NA,9708,flowerwreath,NA,steamroller,faucet,pin,filler,257,1571465914826,filler,"Nein, das ist ein Wasserhahn.",NA,25,faucet,0,images/pin.jpg,Abitur,,f_wasserhahn.wav,faucet,Deutsch,5bf0fc561e78580001dc43c3,faucet,NA,männlich,images/faucet.jpg,1,1571465818075,"Nein, | das ist | ein Wasserhahn.",images/flowerwreath.jpg,1.6125166666666666,NA,1566|1047,faucet|faucet|faucet,poor_folks_visual_world_training,"Nein, das ist ein ...",10
14,Was ist das mit dem Schabel für ein Tier?,Sat Oct 19 2019 08:16:58 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_schnabeltier.wav,NA,1,images/platypus.jpg,NA,NA,NA,7002,crocodile,NA,platypus,greathornowl,cougar,filler,205,1571465914826,filler,Das ist ein Schnabeltier.,NA,25,platypus,0,images/cougar.jpg,Abitur,,f_schnabeltier.wav,platypus,Deutsch,5bf0fc561e78580001dc43c3,platypus,NA,männlich,images/greathornowl.jpg,2,1571465818075,Das ist | ein Schnabeltier.,images/crocodile.jpg,1.6125166666666666,NA,1079,platypus|platypus,poor_folks_visual_world_training,Das ist ein ...,1
14,Ist das große weiße Ding für die Toilette?,Sat Oct 19 2019 08:16:58 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_klobuerste.wav,NA,1,images/toiletbrush.jpg,NA,NA,NA,9399,grill,NA,toiletbrush,strap,outdoorfireplace,filler,221,1571465914826,filler,"Ja, das ist eine Klobürste.",NA,25,toiletbrush,0,images/outdoorfireplace.jpg,Abitur,,f_klobuerste.wav,toiletbrush,Deutsch,5bf0fc561e78580001dc43c3,toilet-brush,NA,männlich,images/strap.jpg,1,1571465818075,"Ja, | das ist | eine Klobürste.",images/grill.jpg,1.6125166666666666,NA,1316|1206,toiletbrush|toiletbrush|toiletbrush,poor_folks_visual_world,"Ja, das ist eine ...",4
7,Kann man hiermit im Schnee spielen?,Sat Oct 19 2019 08:07:58 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_snowboard.wav,NA,1,images/christmaslights.jpg,NA,NA,NA,29648,snowboard,NA,christmaslights,acousticguitar02,spinningtoy,filler,252,1571465421740,filler,"Ja, das ist ein Snowboard.",NA,25,snowboard,,images/spinningtoy.jpg,Abitur,,f_snowboard.wav,snowboard,Deutsch,5bf0fc561e78580001dc43c3,snowboard,NA,männlich,images/acousticguitar02.jpg,1,1571465278579,"Ja, | das ist | ein Snowboard.",images/snowboard.jpg,2.3860166666666665,NA,5185|5438,snowboard|snowboard|snowboard,poor_folks_visual_world_training,"Ja, das ist ein ...",9
7,"Ist das gelbe Ding, das, wovon wir Honig bekommen?",Sat Oct 19 2019 08:07:58 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_bienenwabe.wav,NA,1,images/wallclock.jpg,NA,NA,NA,8365,honeycomb,NA,wallclock,machete,windshieldwiper,filler,230,1571465421740,filler,"Ja, das ist eine Bienenwabe.",NA,25,honeycomb,,images/windshieldwiper02.jpg,Abitur,,f_bienenwabe.wav,honeycomb,Deutsch,5bf0fc561e78580001dc43c3,honeycomb,NA,männlich,images/machete.jpg,2,1571465278579,"Ja, | das ist | eine Bienenwabe.",images/honeycomb.jpg,2.3860166666666665,NA,1157|1176,honeycomb|honeycomb|honeycomb,poor_folks_visual_world_training,"Ja, das ist eine ...",5
7,Ist das eine Geige?,Sat Oct 19 2019 08:07:58 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_cello.wav,NA,1,images/coffeemachine.jpg,NA,NA,NA,11054,football,NA,coffeemachine,cello,towelrack,filler,228,1571465421740,filler,"Nein, das hier ist größer. Das ist ein Cello.",NA,25,cello,,images/towelrack.jpg,Abitur,,f_cello.wav,cello,Deutsch,5bf0fc561e78580001dc43c3,cello,NA,männlich,images/cello.jpg,1,1571465278579,"Nein, | das hier ist größer. | Das ist | ein Cello.",images/football.jpg,2.3860166666666665,NA,1638|1419|1638,cello|cello|cello|cello,poor_folks_visual_world,"Nein, das hier ist größer. Das ist ein ...",5
8,Magst du auch das sehr schöne Ding mit den drei Lagen?,Sat Oct 19 2019 08:01:20 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_hochzeitskuchen.wav,NA,1,images/toysoldier01b.jpg,NA,NA,NA,27838,mirror02,NA,toysoldier01b,womenwashroomsign,weddingcake,filler,239,1571465432229,filler,"Ja, das ist ein schöner Hochzeitskuchen.",NA,21,weddingcake,,images/weddingcake.jpg,,,f_hochzeitskuchen.wav,weddingcake,Deutsch,5a79de1faa46dd00016b3a60,wedding-cake,NA,weiblich,images/womenwashroomsign.jpg,1,1571464880814,"Ja, | das ist | ein schöner Hochzeitskuchen.",images/mirror02.jpg,9.19025,NA,7247|6472,weddingcake|weddingcake|weddingcake,poor_folks_visual_world_training,"Ja, das ist ein schöner ...",7
8,Ist das ein Pinguin?,Sat Oct 19 2019 08:01:20 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_pinguin.wav,NA,1,images/whitetiger.jpg,NA,NA,NA,11106,penguin,NA,whitetiger,cow,grasshopper,filler,207,1571465432229,filler,"Ja, das ist ein Pinguin.",NA,21,penguin,,images/grasshopper.jpg,,,f_pinguin.wav,penguin,Deutsch,5a79de1faa46dd00016b3a60,penguin,NA,weiblich,images/cow.jpg,2,1571464880814,"Ja, | das ist | ein Pinguin.",images/penguin.jpg,9.19025,NA,1471|1583,penguin|penguin|penguin,poor_folks_visual_world_training,"Ja, das ist ein ...",2
8,Ist das große weiße Ding für die Toilette?,Sat Oct 19 2019 08:01:20 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_klobuerste.wav,NA,1,images/toiletbrush.jpg,NA,NA,NA,9493,grill,NA,toiletbrush,strap,outdoorfireplace,filler,221,1571465432229,filler,"Ja, das ist eine Klobürste.",NA,21,toiletbrush,,images/outdoorfireplace.jpg,,,f_klobuerste.wav,toiletbrush,Deutsch,5a79de1faa46dd00016b3a60,toilet-brush,NA,weiblich,images/strap.jpg,1,1571464880814,"Ja, | das ist | eine Klobürste.",images/grill.jpg,9.19025,NA,1752|1680,toiletbrush|toiletbrush|toiletbrush,poor_folks_visual_world,"Ja, das ist eine ...",4
9,Ist das ein kleines Boot?,Sat Oct 19 2019 08:09:36 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_windsurfbrett.wav,NA,1,images/windsurfboard.jpg,NA,NA,NA,21076,loppingshears,NA,windsurfboard,canoepaddle02,desktopcomputer,filler,254,1571465441133,filler,"Nein, das ist ein Windsurfbrett.",NA,23,windsurfboard,,images/desktopcomputer.jpg,Hochschulabschluss,,f_windsurfbrett.wav,windsurfboard,Deutsch,5c03a21540207800014af27f,windsurf-board,NA,männlich,images/canoepaddle02.jpg,1,1571465376290,"Nein, | das ist | ein Windsurfbrett.",images/loppingshears.jpg,1.0807166666666668,NA,5070|7850,windsurfboard|windsurfboard|windsurfboard,poor_folks_visual_world_training,"Nein, das ist ein ...",9
9,"Findest du nicht, dass dieses hier stachelig ist?",Sat Oct 19 2019 08:09:36 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_kakteen.wav,NA,1,images/locker.jpg,NA,NA,NA,6885,soccercleat01,NA,locker,cactus,safetyglasses,filler,220,1571465441133,filler,"Ja, Kakteen sind meistens sehr stachelig.",NA,23,cactus,,images/safetyglasses.jpg,Hochschulabschluss,,f_kakteen.wav,cactus,Deutsch,5c03a21540207800014af27f,cactus,NA,männlich,images/cactus.jpg,2,1571465376290,"Ja, | Kakteen sind meistens | sehr stachelig.",images/soccercleat01.jpg,1.0807166666666668,NA,1661|1475,cactus|cactus|cactus,poor_folks_visual_world_training,"Ja, ... sind meistens sehr stachelig.",4
9,Magst du auch das sehr schöne Ding mit den drei Lagen?,Sat Oct 19 2019 08:09:36 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_hochzeitskuchen.wav,NA,1,images/toysoldier01b.jpg,NA,NA,NA,8002,mirror02,NA,toysoldier01b,womenwashroomsign,weddingcake,filler,239,1571465441133,filler,"Ja, das ist ein schöner Hochzeitskuchen.",NA,23,weddingcake,,images/weddingcake.jpg,Hochschulabschluss,,f_hochzeitskuchen.wav,weddingcake,Deutsch,5c03a21540207800014af27f,wedding-cake,NA,männlich,images/womenwashroomsign.jpg,1,1571465376290,"Ja, | das ist | ein schöner Hochzeitskuchen.",images/mirror02.jpg,1.0807166666666668,NA,1851|1766,weddingcake|weddingcake|weddingcake,poor_folks_visual_world,"Ja, das ist ein schöner ...",7
10,Ist das ein Telefon?,Sat Oct 19 2019 08:07:23 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_walkietalkie.wav,NA,1,images/handcuffs.jpg,NA,NA,NA,32894,walkietalkie,NA,handcuffs,birdhouse,hibiscusflower02,filler,260,1571465594523,filler,"Nein, das ist ein Walkie-Talkie.",NA,35,walkietalkie,,images/hibiscusflower02.jpg,Abitur,,f_walkietalkie.wav,walkietalkie,Deutsch,5cb162ae9df7a00017d1272c,walkie-talkie,NA,männlich,images/birdhouse.jpg,1,1571465243215,"Nein, | das ist | ein Walkie-Talkie.",images/walkietalkie.jpg,5.855133333333334,NA,15926|4528,walkietalkie|walkietalkie|walkietalkie,poor_folks_visual_world_training,"Nein, das ist ein ...",10
10,Kann man hiermit im Schnee spielen?,Sat Oct 19 2019 08:07:23 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_snowboard.wav,NA,1,images/christmaslights.jpg,NA,NA,NA,26902,snowboard,NA,christmaslights,acousticguitar02,spinningtoy,filler,252,1571465594523,filler,"Ja, das ist ein Snowboard.",NA,35,snowboard,,images/spinningtoy.jpg,Abitur,,f_snowboard.wav,snowboard,Deutsch,5cb162ae9df7a00017d1272c,snowboard,NA,männlich,images/acousticguitar02.jpg,2,1571465243215,"Ja, | das ist | ein Snowboard.",images/snowboard.jpg,5.855133333333334,NA,6041|3071,snowboard|snowboard|snowboard,poor_folks_visual_world_training,"Ja, das ist ein ...",9
10,Ist das ein Stachelrochen?,Sat Oct 19 2019 08:07:23 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_pfeilschwanzkrebs.wav,NA,1,images/horseshoecrab.jpg,NA,NA,NA,45350,slug,NA,horseshoecrab,porcupine,butterfly,filler,215,1571465594523,filler,"Nein, das ist ein Pfeilschwanzkrebs, der hat eine harte Schale. ",NA,35,horseshoecrab,,images/butterfly.jpg,Abitur,,f_pfeilschwanzkrebs.wav,horseshoecrab,Deutsch,5cb162ae9df7a00017d1272c,horseshoe-crab,NA,männlich,images/porcupine.jpg,1,1571465243215,"Nein, | das ist | ein Pfeilschwanzkrebs, | der hat | eine harte Schale. ",images/slug.jpg,5.855133333333334,NA,3256|6687|5296|3439,horseshoecrab|horseshoecrab|horseshoecrab|horseshoecrab|horseshoecrab,poor_folks_visual_world,"Nein, das ist ein ..., der hat eine harte Schale.",3
11,Wie heißt das große gelbe Ding?,Sat Oct 19 2019 08:14:28 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_bulldozer.wav,NA,1,images/bust.jpg,NA,NA,NA,10878,bulldozer,NA,bust,handbrush02,fireplace,filler,256,1571465895886,filler,Das ist ein Bulldozer.,NA,52,bulldozer,,images/fireplace.jpg,Hochschulabschluss,,f_bulldozer.wav,bulldozer,Deutsch,5d6fda2bde432b0019b19ba7,bulldozer,NA,männlich,images/handbrush02.jpg,1,1571465668976,Das ist | ein Bulldozer.,images/bulldozer.jpg,3.781833333333333,NA,5247,bulldozer|bulldozer,poor_folks_visual_world_training,Das ist ein ...,10
11,Ist das eine Türglocke?,Sat Oct 19 2019 08:14:28 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_klingel.wav,NA,1,images/cakeplatter.jpg,NA,NA,NA,25856,powerline,NA,cakeplatter,callbell,skippingrope,filler,245,1571465895886,filler,"Nein, das ist eine Klingel.",NA,52,callbell,,images/skippingrope.jpg,Hochschulabschluss,,f_klingel.wav,callbell,Deutsch,5d6fda2bde432b0019b19ba7,call-bell,NA,männlich,images/callbell.jpg,2,1571465668976,"Nein, | das ist | eine Klingel.",images/powerline.jpg,3.781833333333333,NA,11773|7860,callbell|callbell|callbell,poor_folks_visual_world_training,"Nein, das ist eine ...",8
11,Ist das eine Geige?,Sat Oct 19 2019 08:14:28 GMT+0200 (Mitteleuropäische Sommerzeit),NA,NA,q_f_cello.wav,NA,1,images/coffeemachine.jpg,NA,NA,NA,26544,football,NA,coffeemachine,cello,towelrack,filler,228,1571465895886,filler,"Nein, das hier ist größer. Das ist ein Cello.",NA,52,cello,,images/towelrack.jpg,Hochschulabschluss,,f_cello.wav,cello,Deutsch,5d6fda2bde432b0019b19ba7,cello,NA,männlich,images/cello.jpg,1,1571465668976,"Nein, | das hier ist größer. | Das ist | ein Cello.",images/football.jpg,3.781833333333333,NA,6763|8259|6322,cello|cello|cello|cello,poor_folks_visual_world,"Nein, das hier ist größer. Das ist ein ...",5
