submission_id,question,startDate,mentioned_file,DP,question_file,unmentioned_element,experiment_id,picture2,det_competitor,competitor,target_position,time_spent,option4,det_target,option2,option3,option1,condition,item_id,endTime,item_type,complete_answer,target,age,response,comments,picture1,education,QUD,answer_file,expected_response,languages,prolific_id,item_name,unmentioned_file,gender,picture3,trial_number,startTime,chunked_answer,picture4,timeSpent,mentioned_element,reaction_times,pictureChoices,trial_name,incomplete_answer,list
400,Ist das ein Spülbecken?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_wasserhahn.wav,NA,9,images/steamroller.jpg,NA,NA,NA,24378,flowerwreath,NA,steamroller,faucet,pin,filler,257,1573754476784,filler,"Nein, das ist ein Wasserhahn.",NA,59,pin,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/pin.jpg,Hochschulabschluss,,f_wasserhahn.wav,faucet,deutsch,5be6b18edcdffd00012742ec,faucet,NA,weiblich,images/faucet.jpg,9,1573753446422,"Nein, | das ist | ein Wasserhahn.",images/flowerwreath.jpg,17.1727,NA,5208|4587,pin|pin|pin,poor_folks_visual_world,"Nein, das ist ein ...",10
400,Ist das ein Bild von einem Klemmbrett?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),clipboard.jpg,indeed,q_u_klemmbrett.wav,binder,9,images/binder03b.jpg,der,Ordner,4,23140,nailpolish03b,das,Ordner,Klemmbrett,stuffedanimal02b,unreliable,200,1573754476784,critical,Das ist tatsächlich ein Bild von einem Ordner.,Klemmbrett,59,Ordner,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/stuffedanimal02b.jpg,Hochschulabschluss,,u_t_ordner.wav,Ordner,deutsch,5be6b18edcdffd00012742ec,clipboard-binder,binder03b.jpg,weiblich,images/clipboard.jpg,10,1573753446422,Das ist | tatsächlich ein Bild von | einem Ordner.,images/nailpolish03b.jpg,17.1727,clipboard,4991|10162,Klemmbrett|Klemmbrett|Ordner,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,10
400,Ist das ein Bild von einem Schal?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),scarf.jpg,actually,q_u_schal.wav,rug,9,images/flask.jpg,der,Teppich,2,28960,Teppich,der,flask,marker01a,Schal,unreliable,86,1573754476784,critical,Das ist eigentlich ein Bild von einem Schal.,Schal,59,Schal,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/scarf.jpg,Hochschulabschluss,,u_e_schal.wav,Schal,deutsch,5be6b18edcdffd00012742ec,scarf-rug,rug01.jpg,weiblich,images/marker01a.jpg,11,1573753446422,Das ist | eigentlich ein Bild von | einem Schal.,images/rug01.jpg,17.1727,scarf,5370|11118,Teppich|Teppich|Schal,poor_folks_visual_world,Das ist eigentlich ein Bild von einem ...,9
400,Was ist das für ein Tier mit den langen Hörnern?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_nyala.wav,NA,9,images/nyala.jpg,NA,NA,NA,26577,dalmatian,NA,nyala,stuffedpuffin,heron01,filler,214,1573754476784,filler,Ich glaube das ist ein Nyala.,NA,59,nyala,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/heron01.jpg,Hochschulabschluss,,f_nyala.wav,nyala,deutsch,5be6b18edcdffd00012742ec,nyala,NA,weiblich,images/stuffedpuffin.jpg,12,1573753446422,"Ich glaube, | das ist | ein Nyala.",images/dalmatian.jpg,17.1727,NA,6281|11573,nyala|nyala|nyala,poor_folks_visual_world,Ich glaube das ist ein ...,3
400,Ist das ein Pferd?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_elch.wav,NA,9,images/swordfish.jpg,NA,NA,NA,65874,moose,NA,swordfish,muskox,pigeon,filler,203,1573754476784,filler,"Nein, das ist eine Elch.",NA,59,muskox,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/pigeon.jpg,Hochschulabschluss,,f_elch.wav,moose,deutsch,5be6b18edcdffd00012742ec,moose,NA,weiblich,images/muskox.jpg,13,1573753446422,"Nein, | das ist | eine Elch.",images/moose.jpg,17.1727,NA,13430|11063,muskox|muskox|muskox,poor_folks_visual_world,"Nein, das ist eine ...",1
400,Ist das ein Bild von einer Zwiebel?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),onion.jpg,actually,q_u_zwiebel.wav,potatoe,9,images/canister.jpg,die,Kartoffel,1,46750,Kartoffel,die,canister,Zwiebel,toothbrush03b,unreliable,89,1573754476784,critical,Das ist eigentlich ein Bild von einer Zwiebel.,Zwiebel,59,Zwiebel,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/toothbrush03b.jpg,Hochschulabschluss,,u_e_zwiebel.wav,Zwiebel,deutsch,5be6b18edcdffd00012742ec,onion-potatoe,potato02b.jpg,weiblich,images/onion.jpg,14,1573753446422,Das ist | eigentlich ein Bild von | einer Zwiebel.,images/potato02b.jpg,17.1727,onion,19289|5108,Zwiebel|Zwiebel|Zwiebel,poor_folks_visual_world,Das ist eigentlich ein Bild von einer ...,9
400,Wie heißt das bunte Ding?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_zauberwuerfel.wav,NA,9,images/securitycamera.jpg,NA,NA,NA,72404,apron,NA,securitycamera,rubikcube,dishrack,filler,233,1573754476784,filler,Das ist ein Zauberwürfel.,NA,59,rubikcube,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/dishrack.jpg,Hochschulabschluss,,f_zauberwuerfel.wav,rubikcube,deutsch,5be6b18edcdffd00012742ec,Rubiks-cube,NA,weiblich,images/rubikcube.jpg,15,1573753446422,Das ist | ein Zauberwürfel.,images/apron.jpg,17.1727,NA,47727,rubikcube|rubikcube,poor_folks_visual_world,Das ist ein ...,6
400,"Ist das gelbe Ding, das, wovon wir Honig bekommen?",Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_bienenwabe.wav,NA,9,images/wallclock.jpg,NA,NA,NA,21520,honeycomb,NA,wallclock,machete,windshieldwiper,filler,230,1573754476784,filler,"Ja, das ist eine Bienenwabe.",NA,59,honeycomb,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/windshieldwiper02.jpg,Hochschulabschluss,,f_bienenwabe.wav,honeycomb,deutsch,5be6b18edcdffd00012742ec,honeycomb,NA,weiblich,images/machete.jpg,16,1573753446422,"Ja, | das ist | eine Bienenwabe.",images/honeycomb.jpg,17.1727,NA,7466|5439,honeycomb|honeycomb|honeycomb,poor_folks_visual_world,"Ja, das ist eine ...",5
400,Magst du auch das bunte Ding?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_geschenk.wav,NA,9,images/chest01.jpg,NA,NA,NA,60771,gift01,NA,chest01,patiochair,ironingboard01,filler,258,1573754476784,filler,"Ja, das ist ein schönes Geschenk.",NA,59,gift01,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/ironingboard01.jpg,Hochschulabschluss,,f_geschenk.wav,gift01,deutsch,5be6b18edcdffd00012742ec,gift,NA,weiblich,images/patiochair.jpg,17,1573753446422,"Ja, | das ist | ein schönes Geschenk.",images/gift01.jpg,17.1727,NA,6607|8051,gift01|gift01|gift01,poor_folks_visual_world,"Ja, das ist ein schönes ...",10
400,Ist das ein Bild von einem Fingerhut?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),thimble.jpg,indeed,q_u_fingerhut.wav,thread,9,images/thread02.jpg,das,Garn,3,35931,chessboard,der,Garn,racquetballracket,Fingerhut,unreliable,187,1573754476784,critical,Das ist tatsächlich ein Bild von einem Garn.,Fingerhut,59,Garn,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/thimble.jpg,Hochschulabschluss,,u_t_garn.wav,Garn,deutsch,5be6b18edcdffd00012742ec,thimble-thread,thread02.jpg,weiblich,images/racquetballracket.jpg,18,1573753446422,Das ist | tatsächlich ein Bild von | einem Garn.,images/chessboard.jpg,17.1727,thimble,8617|8663,Fingerhut|Fingerhut|Garn,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,9
400,Wie heißt das bunte Tier?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_pfau.wav,NA,9,images/pugdog.jpg,NA,NA,NA,13309,swallow,NA,pugdog,peacock,seaturtle,filler,211,1573754476784,filler,Das ist ein Pfau.,NA,59,peacock,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/seaturtle.jpg,Hochschulabschluss,,f_pfau.wav,peacock,deutsch,5be6b18edcdffd00012742ec,peacock,NA,weiblich,images/peacock.jpg,19,1573753446422,Das ist | ein Pfau.,images/swallow.jpg,17.1727,NA,5317,peacock|peacock,poor_folks_visual_world,Das ist ein ...,2
400,Ist das ein Bild von einem Flamingo?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),flamingo.jpg,indeed,q_r_flamingo.wav,turkey,9,images/puma.jpg,der,Truthahn,3,30447,Truthahn,der,puma,Flamingo,narwhal,reliable,11,1573754476784,critical,Das ist tatsächlich ein Bild von einem Flamingo.,Flamingo,59,Flamingo,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/narwhal.jpg,Hochschulabschluss,,r_t_flamingo.wav,Flamingo,deutsch,5be6b18edcdffd00012742ec,flamingo-turkey,turkey.jpg,weiblich,images/flamingo.jpg,20,1573753446422,Das ist | tatsächlich ein Bild von | einem Flamingo.,images/turkey.jpg,17.1727,flamingo,17890|4541,Flamingo|Flamingo|Flamingo,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,2
400,Magst du auch das weiße Tier?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_suesserwal.wav,NA,9,images/tarantula.jpg,NA,NA,NA,40999,belugawhale,NA,tarantula,siamesecat,barnowl,filler,213,1573754476784,filler,"Ja, das ist ein süßer Waal.",NA,59,belugawhale,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/barnowl.jpg,Hochschulabschluss,,f_süßerwal.wav,belugawhale,deutsch,5be6b18edcdffd00012742ec,beluga-whale,NA,weiblich,images/siamesecat.jpg,21,1573753446422,"Ja, | das ist | ein süßer Waal.",images/belugawhale.jpg,17.1727,NA,6756|8836,belugawhale|belugawhale|belugawhale,poor_folks_visual_world,"Ja, das ist ein süßer ...",3
400,Magst du auch das Ding mit der Blume?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_gemaelde.wav,NA,9,images/cashregister01.jpg,NA,NA,NA,19225,painting,NA,cashregister01,exitsign,entrancegate,filler,241,1573754476784,filler,"Ja, das ist ein schönes Gemälde. ",NA,59,painting,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/entrancegate.jpg,Hochschulabschluss,,f_gemaelde.wav,painting,deutsch,5be6b18edcdffd00012742ec,painting,NA,weiblich,images/exitsign.jpg,22,1573753446422,"Ja, | das ist | ein schönes Gemälde. ",images/painting.jpg,17.1727,NA,6615|5389,painting|painting|painting,poor_folks_visual_world,"Ja, das ist ein schönes ...",7
400,Ist das ein Bild von einem Saxophon?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),saxophone.jpg,indeed,q_r_saxophon.wav,cornet,9,images/saxophone.jpg,das,Kornett,4,19154,shower,das,Saxophon,Kornett,revolver,reliable,60,1573754476784,critical,Das ist tatsächlich ein Bild von einem Saxophon.,Saxophon,59,Saxophon,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/revolver.jpg,Hochschulabschluss,,r_t_saxophon.wav,Saxophon,deutsch,5be6b18edcdffd00012742ec,saxophone-cornet,cornet.jpg,weiblich,images/cornet.jpg,23,1573753446422,Das ist | tatsächlich ein Bild von | einem Saxophon.,images/shower.jpg,17.1727,saxophone,5091|4831,Saxophon|Saxophon|Saxophon,poor_folks_visual_world,Das ist tatsächlich ein Bild von einem ...,6
400,Ist das ein Telefon?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_walkietalkie.wav,NA,9,images/handcuffs.jpg,NA,NA,NA,35230,walkietalkie,NA,handcuffs,birdhouse,hibiscusflower02,filler,260,1573754476784,filler,"Nein, das ist ein Walkie-Talkie.",NA,59,walkietalkie,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/hibiscusflower02.jpg,Hochschulabschluss,,f_walkietalkie.wav,walkietalkie,deutsch,5be6b18edcdffd00012742ec,walkie-talkie,NA,weiblich,images/birdhouse.jpg,24,1573753446422,"Nein, | das ist | ein Walkie-Talkie.",images/walkietalkie.jpg,17.1727,NA,4754|4125,walkietalkie|walkietalkie|walkietalkie,poor_folks_visual_world,"Nein, das ist ein ...",10
400,Ist das eine Gitarre?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_gitarre.wav,NA,9,images/smartboard.jpg,NA,NA,NA,17081,alarmsystem,NA,smartboard,toyanimal05,electricguitar01,filler,247,1573754476784,filler,"Ja, das ist eine Gitarre.",NA,59,electricguitar01,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/electricguitar01.jpg,Hochschulabschluss,,f_gitarre.wav,electricguitar01,deutsch,5be6b18edcdffd00012742ec,guitar,NA,weiblich,images/toyanimal05.jpg,25,1573753446422,"Ja, | das ist | eine Gitarre.",images/alarmsystem.jpg,17.1727,NA,5856|4851,electricguitar01|electricguitar01|electricguitar01,poor_folks_visual_world,"Ja, das ist eine ...",8
400,Magst du auch das sehr glänzende Ding?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_trophaee.wav,NA,9,images/nametag01a.jpg,NA,NA,NA,20344,linedpaper,NA,nametag01a,trophy01,picnictable,filler,255,1573754476784,filler,"Ja, das ist eine sehr glänzende Trophäe.",NA,59,trophy01,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/picnictable.jpg,Hochschulabschluss,,f_trophaee.wav,trophy01,deutsch,5be6b18edcdffd00012742ec,trophy,NA,weiblich,images/trophy01.jpg,26,1573753446422,"Ja, | das ist | eine sehr glänzende Trophäe.",images/linedpaper.jpg,17.1727,NA,7106|4964,trophy01|trophy01|trophy01,poor_folks_visual_world,"Ja, das ist eine sehr glänzende ...",10
400,Ist das ein Bild von einer Waage?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),kitchenscale01a.jpg,actually,q_u_waage.wav,food-processor,9,images/syringe02.jpg,die,Küchenmaschine,2,19515,Waage,die,syringe02,greenolive,Küchenmaschine,unreliable,98,1573754476784,critical,Das ist eigentlich ein Bild von einer Waage.,Waage,59,Waage,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/foodprocessor.jpg,Hochschulabschluss,,u_e_waage.wav,Waage,deutsch,5be6b18edcdffd00012742ec,scale-food-processor,foodprocessor.jpg,weiblich,images/greenolive.jpg,27,1573753446422,Das ist | eigentlich ein Bild von | einer Waage.,images/kitchenscale01a.jpg,17.1727,scale,6994|4928,Waage|Waage|Waage,poor_folks_visual_world,Das ist eigentlich ein Bild von einer ...,10
400,Ist das ein Boot?,Thu Nov 14 2019 18:44:06 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_boot.wav,NA,9,images/aquarium.jpg,NA,NA,NA,35232,halogenlightbulb,NA,aquarium,officecabinet,boat,filler,236,1573754476784,filler,"Ja, das ist ein Boot. ",NA,59,boat,Danke für die Umfrage. Es hat wirklich Spaß gemacht.,images/boat.jpg,Hochschulabschluss,,f_boot.wav,boat,deutsch,5be6b18edcdffd00012742ec,boat,NA,weiblich,images/officecabinet.jpg,28,1573753446422,"Ja, | das ist | ein Boot. ",images/halogenlightbulb.jpg,17.1727,NA,4931|6434,boat|boat|boat,poor_folks_visual_world,"Ja, das ist ein ...",6
399,Was ist das mit dem Schabel für ein Tier?,Thu Nov 14 2019 18:45:59 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_schnabeltier.wav,NA,9,images/platypus.jpg,NA,NA,NA,36615,crocodile,NA,platypus,greathornowl,cougar,filler,205,1573754445968,filler,Das ist ein Schnabeltier.,NA,67,platypus,,images/cougar.jpg,Universitärer Abschluss,,f_schnabeltier.wav,platypus,Deutsch,5c79a584670f87001646cef6,platypus,NA,weiblich,images/greathornowl.jpg,1,1573753559324,Das ist | ein Schnabeltier.,images/crocodile.jpg,14.7774,NA,18213,platypus|platypus,poor_folks_visual_world_training,Das ist ein ...,1
399,Ist das eine Türglocke?,Thu Nov 14 2019 18:45:59 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_klingel.wav,NA,9,images/cakeplatter.jpg,NA,NA,NA,41408,powerline,NA,cakeplatter,callbell,skippingrope,filler,245,1573754445968,filler,"Nein, das ist eine Klingel.",NA,67,callbell,,images/skippingrope.jpg,Universitärer Abschluss,,f_klingel.wav,callbell,Deutsch,5c79a584670f87001646cef6,call-bell,NA,weiblich,images/callbell.jpg,2,1573753559324,"Nein, | das ist | eine Klingel.",images/powerline.jpg,14.7774,NA,8786|8634,callbell|callbell|callbell,poor_folks_visual_world_training,"Nein, das ist eine ...",8
399,Gehört das auf Autoräder?,Thu Nov 14 2019 18:45:59 GMT+0100 (Mitteleuropäische Normalzeit),NA,NA,q_f_radkappe.wav,NA,9,images/hubcap.jpg,NA,NA,NA,27088,discoball,NA,hubcap,crown,exercisemachine,filler,242,1573754445968,filler,"Ja, das ist eine Radkappe.",NA,67,hubcap,,images/exercisemachine.jpg,Universitärer Abschluss,,f_radkappe.wav,hubcap,Deutsch,5c79a584670f87001646cef6,hubcap,NA,weiblich,images/crown.jpg,1,1573753559324,"Ja, | das ist | eine Radkappe.",images/discoball.jpg,14.7774,NA,6494|6544,hubcap|hubcap|hubcap,poor_folks_visual_world,"Ja, das ist eine ...",7
399,Ist das ein Bild von einer Jeans?,Thu Nov 14 2019 18:45:59 GMT+0100 (Mitteleuropäische Normalzeit),jeans01.jpg,actually,q_r_jeans.wav,shorts,9,images/bikepump01.jpg,die,Badehose,2,33524,Jeans,die,bikepump01,jellybean,Badehose,reliable,138,1573754445968,critical,Das ist eigentlich ein Bild von einer Badehose.,Jeans,67,Badehose,,images/swimsuit.jpg,Universitärer Abschluss,,r_e_badehose.wav,Badehose,Deutsch,5c79a584670f87001646cef6,pants-shorts,swimsuit.jpg,weiblich,images/jellybean.jpg,2,1573753559324,Das ist | eigentlich ein Bild von | einer Badehose.,images/jeans01.jpg,14.7774,pants,11138|7494,Jeans|Badehose|Badehose,poor_folks_visual_world,Das ist eigentlich ein Bild von einer ...,4
